場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
05,2026-09-13,39,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,尾形 栄治,４６６　３　２５４　５１
05,2026-09-13,40,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,佐藤 大介,５５３２４１１５４４
05,2026-09-13,40,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,浅井 翼,　　　　　　　　　　６５
05,2026-09-13,40,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,角谷 健吾,２５３　１３２５２６１５
05,2026-09-13,41,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,畑 竜生,２１１５５　４５１　２１
05,2026-09-13,41,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,牧 宏次,６３３２２　４４
05,2026-09-13,41,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,後藤 隼之,５３３２４　６１２３
05,2026-09-13,42,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,菊地 敬介,６　１３４　３４５５４
05,2026-09-13,42,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,黒井 達矢,６　１１１４１４２２[５]
05,2026-09-13,42,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,佐藤 永梧,１　１４３２[３]
05,2026-09-13,43,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,大澤 普司,５４２３１２２３３５
05,2026-09-13,43,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,栗原 直也,１２４　２４２３５転
05,2026-09-13,43,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,村上 宗太郎,６１２　３４４　２３３４
05,2026-09-13,44,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,岩永 雅人,４５５　１２２５５　４６
05,2026-09-13,44,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,中澤 宏奈,２６６　５１２３
05,2026-09-13,44,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,一ノ木 匠,４　５　６６５６５６
05,2026-09-13,45,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,堀井 涼平,６　６６６　５　６６
05,2026-09-13,45,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,廣瀬 凜,４１３３１２３　３２[２]
05,2026-09-13,45,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,菅沼 佳昭,６５６　６４６　６　１
05,2026-09-13,46,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,上原 崚,３１５　６２２３４５４４
05,2026-09-13,46,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,海老澤 泰行,４　２５２　３４４１４２
05,2026-09-13,46,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,山口 亮,２３４　５　４３６６１
05,2026-09-13,47,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,伊藤 雄二,３　４　４４４２５２
05,2026-09-13,47,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,大塚 康雅,３６４　４　６５４　２
05,2026-09-13,47,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,天野 友和,４３３４１　５４
05,2026-09-13,48,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,大澤 大夢,４６６　３５２　３６
05,2026-09-13,48,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,鈴木 茂正,５　６　３６６６
05,2026-09-13,48,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,柏野 幸二,１６２　２４２　２３５３
05,2026-09-13,49,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,鈴木 章司,１５５　２　４３６５
05,2026-09-13,49,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,佐々木 康幸,２６２１６　１１２１[３]
05,2026-09-13,49,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,伊藤 紘章,１　６６３　６２３２２５
05,2026-09-13,50,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,吉川 昭男,２３２２１　１２[４]
05,2026-09-13,50,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,鈴木 孝明,３４４３１　１３１４２１
05,2026-09-13,50,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,栗城 匠,２３１１６　５６１２[２]
05,2026-09-13,51,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,大西 賢,４　１４６　４５５４
05,2026-09-13,51,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,佐藤 悠,３　４３４３５１１５１５
05,2026-09-13,51,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,西田 靖,３５２　２　４３３６５３
05,2026-09-13,52,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,安達 裕樹,１３３２１　５２[２]
05,2026-09-13,52,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,中野 仁照,　　　　　　　　　　１２
05,2026-09-13,52,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,三浦 裕貴,５　５４４５６　５　４３
05,2026-09-13,53,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,平田 健之佑,１５４４２　１　３１
05,2026-09-13,53,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,鹿島 敏弘,　　　　　　　　３５６３
05,2026-09-13,53,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,金子 拓矢,１４５５１１２　２３１１
05,2026-09-13,54,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,福田 翔吾,１　６３３２４　１２２６
05,2026-09-13,54,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,山田 竜一,５２１　２６１　３６１４
05,2026-09-13,54,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,吉田 和仁,２２６　３２６　２４２４
05,2026-09-13,55,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,梅木 敬太,１　６３３　４２６３２２
05,2026-09-13,55,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,福島 勇樹,４　１２１２１欠４３２２
05,2026-09-13,55,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,山谷 央,１５１５３　３３
05,2026-09-13,56,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,柳橋 宏紀,４　５１３５６　３４
05,2026-09-13,56,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,西舘 健,６　５４転欠
05,2026-09-13,56,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,鈴木 雅希,２　３３５６４　１５１
05,2026-09-13,57,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,松村 康太,５　１３３３１４３１
05,2026-09-13,57,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,仲道 大輔,２　２４５５１２１２[６]
05,2026-09-13,57,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,宮之原 輝紀,１　１１１１１１５１[１]
05,2026-09-13,58,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,芹澤 克彦,２４５　６　５６２
05,2026-09-13,58,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,永井 彪也,３３４６１　５１１４２２
05,2026-09-13,58,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,平石 和男,６２４３３　１３
05,2026-09-13,59,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,伊藤 誠二,６６３３５１５　１
05,2026-09-13,59,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,塚田 修二,６　４４３６５　４　５
05,2026-09-13,59,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,中村 有裕,６　５１２２４６
05,2026-09-13,60,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,冨田 秀幸,４　６４５　４３２２
05,2026-09-13,60,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,中村 泰平,４５２１３　５５１　４４
05,2026-09-13,60,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,植竹 玲奈,６　６　６６５６
05,2026-09-13,61,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,土屋 太朗,１４５　３　２５３６６
05,2026-09-13,61,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,田中 豪,５１３３２３２　１３３１
05,2026-09-13,61,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,豊田 健士郎,２２５２６５１
05,2026-09-13,62,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,北村 征嗣,２３２１２５３１[３]
05,2026-09-13,62,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,小倉 康典,２６３　１５３　２３６６
05,2026-09-13,62,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,馬場 貴也,２１６２２１[５]
05,2026-09-13,63,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,伏田 裕隆,３４１　４　１５Ｆ６
05,2026-09-13,63,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,山田 雄太,２１１５３　４１２１[４]
05,2026-09-13,63,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,宮内 由紀英,３　４４６　２６２　５６
05,2026-09-13,64,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,鋤柄 貴俊,４２２５１　１５２２
05,2026-09-13,64,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,滝沢 芳行,３　４１２１３　６６３５
05,2026-09-13,64,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,市川 健太,１　３６１３３１
05,2026-09-13,65,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,大場 敏,４４５　１２３４２４
05,2026-09-13,65,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,齋藤 達希,５５６　１　５６４　４２
05,2026-09-13,65,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,森 弘行,２６２　４　５６１　３６
05,2026-09-13,66,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,一柳 和孝,４５３　４２４　５１
05,2026-09-13,66,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,武田 光史,６２２　６４３２３　３
05,2026-09-13,66,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,須藤 隆雄,１　６５３転４　５　５
05,2026-09-13,67,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,雑賀 勇貴,６５６　２　６６１　５４
05,2026-09-13,67,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,谷津 幸宏,１　３１２２４　１４２４
05,2026-09-13,67,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,松尾 充,１　２６５１２６１　２２
05,2026-09-13,68,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,梶野 学志,２１１２３　３１[１]
05,2026-09-13,68,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,谷川 祐一,２　１２５２３６４４１３
05,2026-09-13,68,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,片橋 幸貴,４６２１４４４１
05,2026-09-13,69,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,石田 政吾,３　１落
05,2026-09-13,69,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,深澤 達徳,３４４　４　４６５　６
05,2026-09-13,69,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,多田 有佑,５　４５６　２５
05,2026-09-13,70,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,田中 豪,３２２２２４３３４６
05,2026-09-13,70,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,馬場 剛,４１６５６欠
05,2026-09-13,70,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,今坂 晃広,３３４　５６２
05,2026-09-13,71,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,井川 大作,５　４５２４６　６５２
05,2026-09-13,71,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,大池 佑来,２　２２３３２１３２[４]
05,2026-09-13,71,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,齋藤 智裕,６６４　５　１
05,2026-09-13,72,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,吉田 俊彦,４２２転
05,2026-09-13,72,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,高山 弘斗,５２３　５　３５３　３
05,2026-09-13,72,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,田中 和也,４３１５５１６３
05,2026-09-13,73,2026-09-09,2026-09-13,一般,にっぽん未来プロジェクト競走ｉｎ多摩川,西村 豪洋,６　２　１４１５４３
05,2026-09-13,73,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,片岡 大地,３　５５４　１６２　４２
05,2026-09-13,73,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,松本 一毅,４３１２１　３２
05,2026-09-13,74,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,金子 猛志,６　３３４　５３３６５３
05,2026-09-13,74,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,若林 将,３２５４６　４３４　４
05,2026-09-13,74,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,井口 佳典,４４１１１３[４]
05,2026-09-13,75,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,木下 雄介,６６１　２６１６４　５５
05,2026-09-13,75,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,佐藤 永梧,４４６　２５３　６　３４
05,2026-09-13,75,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,宮内 直哉,５　６　３６３１２４
