レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202608171007,2026-08-17,10,07R,11:19,2026-08-17T11:10:57.247304+09:00,1,52.0,0.0,6.72,0.0,52.0,0.0,6.68,0.0,53.6,0.0,6.77,-0.5,54.7,0.0,6.68,-0.5,52.0,0.0,6.74,0.0,52.8,0.0,6.68,-0.5
202608170903,2026-08-17,09,03R,11:24,2026-08-17T11:14:37.968998+09:00,1,46.5,0.5,7.03,0.0,52.0,0.0,7.05,0.0,52.0,0.0,7.04,0.0,52.8,0.0,7.1,0.5,52.0,0.0,7.1,0.0,52.8,0.0,7.08,0.0
202608171407,2026-08-17,14,07R,11:27,2026-08-17T11:18:25.723816+09:00,1,55.6,0.0,6.88,0.0,46.5,0.5,6.75,0.0,52.0,0.0,6.79,0.0,51.5,0.5,6.87,-0.5,54.5,0.0,6.87,-0.5,53.9,0.0,6.87,0.0
202608171103,2026-08-17,11,03R,11:30,2026-08-17T11:20:43.196644+09:00,1,52.0,0.0,6.77,-0.5,52.6,0.0,6.74,0.0,52.5,0.0,6.85,0.0,45.5,1.5,6.74,0.0,55.7,0.0,6.84,0.0,52.5,0.0,6.84,0.0
202608171303,2026-08-17,13,03R,11:31,2026-08-17T11:22:34.287102+09:00,1,52.0,0.0,6.82,0.0,52.1,0.0,6.92,0.0,53.8,0.0,6.91,-0.5,52.9,0.0,6.93,0.0,53.1,0.0,6.84,0.0,53.5,0.0,6.92,0.0
202608170501,2026-08-17,05,01R,11:33,2026-08-17T11:24:31.471373+09:00,1,52.7,0.0,6.64,0.0,57.1,0.0,6.77,0.0,50.5,1.5,6.68,-0.5,52.0,0.0,6.72,0.0,52.0,0.0,6.78,0.5,52.0,0.0,6.71,0.0
202608171807,2026-08-17,18,07R,11:39,2026-08-17T11:30:49.528612+09:00,1,52.4,0.0,6.97,-0.5,52.0,0.0,7.15,0.0,53.3,0.0,7.11,0.0,51.5,0.5,7.17,0.0,52.3,0.0,7.05,0.0,52.1,0.0,7.04,0.5
202608171703,2026-08-17,17,03R,11:43,2026-08-17T11:34:32.416043+09:00,1,54.1,0.0,6.72,0.0,52.7,0.0,6.72,0.0,52.0,0.0,6.78,-0.5,51.5,0.5,6.7,0.0,53.6,0.0,6.79,-0.5,52.0,0.0,6.7,-0.5
202608170203,2026-08-17,02,03R,11:45,2026-08-17T11:36:30.721924+09:00,1,52.6,0.0,6.66,-0.5,52.1,0.0,6.64,-0.5,52.0,0.0,6.75,0.0,55.9,0.0,6.75,-0.5,46.5,0.5,6.69,0.0,46.0,1.0,6.71,0.0
202608171008,2026-08-17,10,08R,11:50,2026-08-17T11:40:49.632825+09:00,1,52.6,0.0,6.7,-0.5,52.4,0.0,6.77,-0.5,51.5,0.5,6.69,-0.5,51.5,0.5,6.72,-0.5,52.0,0.0,6.68,-0.5,53.6,0.0,6.75,0.0
202608170904,2026-08-17,09,04R,11:53,2026-08-17T11:44:29.753850+09:00,1,52.0,0.0,6.97,0.0,52.1,0.0,6.91,0.0,51.5,0.5,7.06,0.0,46.5,0.5,6.9,0.0,53.3,0.0,6.97,0.0,54.7,0.0,7.04,0.5
202608171304,2026-08-17,13,04R,11:57,2026-08-17T11:48:25.892208+09:00,1,,,,,52.0,0.0,6.92,-0.5,52.0,0.0,6.88,0.0,52.1,0.0,6.89,0.0,52.0,0.0,6.92,-0.5,52.0,0.0,6.87,0.0
202608171408,2026-08-17,14,08R,11:59,2026-08-17T11:50:31.205044+09:00,1,50.4,0.0,6.81,-0.5,47.0,0.0,6.89,0.0,52.2,0.0,6.83,0.0,55.6,0.0,6.83,0.0,52.0,0.0,6.84,0.0,52.0,0.0,6.86,0.0
202608171104,2026-08-17,11,04R,12:02,2026-08-17T11:52:32.273427+09:00,1,52.3,0.0,6.72,0.0,52.5,0.0,6.84,0.5,52.8,0.0,6.77,0.0,54.9,0.0,6.73,0.0,48.7,0.0,6.88,0.0,53.5,0.0,6.75,0.5
202608170502,2026-08-17,05,02R,12:05,2026-08-17T11:56:41.039666+09:00,1,51.5,0.5,6.74,-0.5,52.3,0.0,6.7,-0.5,52.6,0.0,6.73,-0.5,52.0,0.0,6.73,0.0,53.8,0.0,6.68,-0.5,52.0,0.0,6.71,0.0
202608171704,2026-08-17,17,04R,12:08,2026-08-17T11:58:34.034665+09:00,1,57.3,0.0,6.83,0.0,52.7,0.0,6.82,-0.5,53.3,0.0,6.83,0.0,53.4,0.0,6.78,-0.5,52.3,0.0,6.75,-0.5,52.0,0.0,6.8,-0.5
202608171808,2026-08-17,18,08R,12:10,2026-08-17T12:01:06.693247+09:00,1,51.0,1.0,7.14,0.0,60.2,0.0,7.13,-0.5,51.0,1.0,7.13,0.0,52.0,0.0,7.02,-0.5,46.5,0.5,7.11,0.0,51.5,0.5,7.14,0.0
202608170204,2026-08-17,02,04R,12:14,2026-08-17T12:04:37.760774+09:00,1,53.6,0.0,6.69,0.0,52.5,0.0,6.73,0.0,49.5,2.5,6.75,0.0,53.0,0.0,6.65,0.0,51.5,0.5,6.73,0.0,52.0,0.0,6.66,0.0
202608172201,2026-08-17,22,01R,12:17,2026-08-17T12:08:37.902341+09:00,1,54.1,0.0,6.9,0.0,53.6,0.0,6.91,0.0,53.3,0.0,6.89,0.0,52.0,0.0,6.94,0.0,52.0,0.0,6.93,0.0,53.8,0.0,6.9,0.5
202608171305,2026-08-17,13,05R,12:20,2026-08-17T12:10:54.133030+09:00,1,53.6,0.0,,0.0,64.2,0.0,,0.0,52.1,0.0,,0.0,52.0,0.0,,1.0,50.5,1.5,,0.0,51.0,1.0,,0.0
202608170905,2026-08-17,09,05R,12:22,2026-08-17T12:12:35.952697+09:00,1,53.0,0.0,6.93,0.0,53.3,0.0,7.0,0.0,53.2,0.0,6.9,0.0,53.8,0.0,7.01,0.0,44.0,3.0,7.03,0.0,51.5,0.5,6.95,0.0
202608171009,2026-08-17,10,09R,12:25,2026-08-17T12:16:38.771897+09:00,1,53.0,0.0,6.76,-0.5,54.5,0.0,6.84,0.0,52.0,0.0,6.78,-0.5,52.0,0.0,6.85,-0.5,54.4,0.0,6.79,0.0,54.0,0.0,6.84,-0.5
202608171409,2026-08-17,14,09R,12:29,2026-08-17T12:20:38.840906+09:00,1,54.4,0.0,6.85,0.0,53.1,0.0,6.83,-0.5,47.3,0.0,6.8,0.0,52.3,0.0,6.83,0.0,50.0,2.0,6.87,0.0,52.1,0.0,6.91,0.0
