場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
05,2026-07-16,44,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,川口 貴久,２４３　２５２　１４４３
05,2026-07-16,45,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,出口 舞有子,１　１４６　２３１４
05,2026-07-16,45,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,夏山 亮平,２　１２２３５１[３]
05,2026-07-16,45,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,内堀 学,２３３６４４１　１３
05,2026-07-16,46,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,川尻 泰輔,３４５　４１１　３１
05,2026-07-16,46,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,黒崎 竜也,３　１１４５１６１５
05,2026-07-16,46,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,藤原 啓史朗,１１１３１４１　６１[１]
05,2026-07-16,47,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,中村 駿平,２　５５４　６５５
05,2026-07-16,47,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,松下 一也,３６２１６６３　１
05,2026-07-16,47,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,松井 友汰,２３２　６３１　３３１４
05,2026-07-16,48,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,宇田川 信一,４　４　５６５６１
05,2026-07-16,48,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,沼田 大都,３　３　２３５３４５
05,2026-07-16,48,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,山道 諄也,４５６　６６５　６　６
05,2026-07-16,49,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,外崎 悟,３４３２３６１　２４
05,2026-07-16,49,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,渡辺 真至,１　４　１５４４３６
05,2026-07-16,49,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,金子 貴志,６　３４６　５５４　３２
05,2026-07-16,50,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,岡瀬 正人,３　１３１３５１[６]
05,2026-07-16,50,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,小坂 宗司,４２４２４　１１[２]
05,2026-07-16,50,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,港 理樹,５　３４６　４４４３
05,2026-07-16,51,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,峰重 侑治,２５２２６　３　５３
05,2026-07-16,51,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,石塚 裕介,５　１４１５１５２４
05,2026-07-16,51,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,小坂 尚哉,２２１　３２３１３６１４
05,2026-07-16,52,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,上原 崚,１　３４３１３２[４]
05,2026-07-16,52,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,久田 武,２３４４１　２３６３
05,2026-07-16,52,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,池田 雄一,１２６３１　１５２６１６
05,2026-07-16,53,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,成田 華音,６　６　６６６６５
05,2026-07-16,53,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,小川 時光,２　５６６　６４３　２２
05,2026-07-16,53,2026-05-30,2026-06-04,ＧⅢ,オールレディースリップルカップ,佐藤 ほのか,４　５２３　３５３　６６
05,2026-07-16,54,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,加藤 政彦,２１２　２４６５１４
05,2026-07-16,54,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,荒木 颯斗,１３１１４　３１[４]
05,2026-07-16,54,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,森 悠稀,１４１　４２４　３２[６]
05,2026-07-16,55,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,大橋 由珠,６　３４５２６　５
05,2026-07-16,55,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,福田 翔吾,４　５　３２５１６１
05,2026-07-16,55,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,大澤 風葵,３２２　３１２１４１[４]
05,2026-07-16,56,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,下出 卓矢,１６６６１１２６１２
05,2026-07-16,56,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,青木 蓮,４６３１２２２６２３
05,2026-07-16,56,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,平瀬 城啓,５６３　４　５５６　５
05,2026-07-16,57,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,赤羽 克也,４４３１２３１３２５
05,2026-07-16,57,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,亀山 雅幸,３２３１３　３５２３
05,2026-07-16,57,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,宮下 元胤,１　４２２３３３３３３２
05,2026-07-16,58,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,木山 誠一,３６６６５　５　５
05,2026-07-16,58,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,服部 達哉,６３２４１　２　１５
05,2026-07-16,58,2026-06-07,2026-06-11,一般,ボートレース多摩川バースデイカップ,市川 瑚幸,６　６　６５６　５４
05,2026-07-16,59,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,木村 仁紀,４１２３４１２２[５]
05,2026-07-16,59,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,秋田 健太郎,６　５　４５３６６
05,2026-07-16,59,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,島崎 丈一朗,２　６６４　５１３６
05,2026-07-16,60,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,平尾 崇典,６４４３１３１６１４
05,2026-07-16,60,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,佐々木 翔斗,３２４　３４５５２１
05,2026-07-16,60,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,藤山 雅弘,５５６５５２５　４
05,2026-07-16,61,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,寺島 美里,５５６　１２４　２３
05,2026-07-16,61,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,古場 輝義,２　２３３５２４３５
05,2026-07-16,61,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,西川 真人,１５５　４　２４６４３
05,2026-07-16,62,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,鈴木 峻佑,３２１　６　３４１５
05,2026-07-16,62,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,山崎 義明,１　５２３３５３２６
05,2026-07-16,62,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,真田 聖也,６　２５６　６６６　６
05,2026-07-16,63,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,河合 三弘,１６６　１　６６６６
05,2026-07-16,63,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,大澤 誠也,６１６　４　６６５　６２
05,2026-07-16,63,2026-05-30,2026-06-04,ＧⅢ,オールレディースリップルカップ,橋谷田 佳織,６６４　６　３６５　５
05,2026-07-16,64,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,池田 雷太,４２５２４　２　４２
05,2026-07-16,64,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,木幡 純也,３　３　５６４６６６
05,2026-07-16,64,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,伯母 芳恒,３２３　４　４２２５６５
05,2026-07-16,65,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,有賀 達也,３１４３２　１５２３
05,2026-07-16,65,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,森 弘行,５　３　６４３４３３
05,2026-07-16,65,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,田路 朋史,２２１５１　６２[６]
05,2026-07-16,66,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,西舘 果里,４６１　４５３　６６
05,2026-07-16,66,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,山崎 郡,１１１２２２２１[１]
05,2026-07-16,66,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,川崎 智稔,２　２４５　１５３６１５
05,2026-07-16,67,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,金子 萌,４６１　２５１　６２
05,2026-07-16,67,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,滝沢 崚,６　６　６５
05,2026-07-16,67,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,青木 玄太,３　２１３２４４
05,2026-07-16,68,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,大豆生田 蒼,３４２　６６６　３
05,2026-07-16,68,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,佐藤 旭,５３５５６　１　４６
05,2026-07-16,68,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,海老澤 泰行,１５４　１４６　１５５６
05,2026-07-16,69,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,今井 裕梨,６６５
05,2026-07-16,69,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,中北 将史,５４６
05,2026-07-16,69,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,宮野 仁,６５４　６　５２６　６
05,2026-07-16,70,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,山田 晃大,５５５　１２５　６４
05,2026-07-16,70,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,吉永 浩則,５　６　１２５２６６
05,2026-07-16,70,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,須藤 博倫,４４２３２１３　２３６１
05,2026-07-16,71,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,荒井 輝年,２６１　３１２３４１
05,2026-07-16,71,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,前田 聖文,４４３４３６
05,2026-07-16,71,2026-06-07,2026-06-11,一般,ボートレース多摩川バースデイカップ,上田 健太,３２１３３　６６４４
05,2026-07-16,72,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,長畑 友輔,６　１２５３３２１４
05,2026-07-16,72,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,野中 義生,２４２　６６５　５３
05,2026-07-16,72,2026-06-07,2026-06-11,一般,ボートレース多摩川バースデイカップ,木下 翔太,２２２３４２２３３１
05,2026-07-16,73,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,佐藤 大騎,３　４　３５４５５４
05,2026-07-16,73,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,堤 昇,６３４　６３３　１２
05,2026-07-16,73,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,井田 涼介,５　４６５　３６６　６
05,2026-07-16,74,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,川合 理司,５　６　５６４５５
05,2026-07-16,74,2026-06-28,2026-07-02,一般,第６２回日刊スポーツ賞,丹下 将,１１４６５　３　６２
05,2026-07-16,74,2026-06-07,2026-06-11,一般,ボートレース多摩川バースデイカップ,廣瀬 将亨,２１３５１　３６１４
05,2026-07-16,75,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,野中 一平,２１４１３　５１[２]
05,2026-07-16,75,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,澤 大介,４　４　１１１２[４]
05,2026-07-16,75,2026-06-17,2026-06-22,一般,第１０回ａｕじぶん銀行賞,鈴木 智啓,５３６　３３４　２　３１
